ReviewID,DestinationID_x,UserID,Rating,ReviewText,Name_x,State,Type,Popularity,BestTimeToVisit,HistoryID,DestinationID_y,VisitDate,ExperienceRating,Name_y,Email,Preferences,Gender,NumberOfAdults,NumberOfChildren
155,886,639,3,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,7.713067194844037,Nov-Feb,444,545,2024-03-20,5,Ishaan,ishaan@example.com,"City, Historical",Male,1,2
156,702,708,4,A historical wonder,Goa Beaches,Goa,Beach,9.111768717459087,Nov-Mar,46,127,2024-01-01,4,Dhruv,dhruv@example.com,"City, Historical",Male,1,1
156,702,708,4,A historical wonder,Goa Beaches,Goa,Beach,9.111768717459087,Nov-Mar,344,395,2024-02-15,2,Dhruv,dhruv@example.com,"City, Historical",Male,1,1
157,358,524,1,Incredible monument!,Jaipur City,Rajasthan,City,7.738761292909418,Oct-Mar,115,476,2024-01-01,5,Diya,diya@example.com,"Nature, Adventure",Female,2,2
158,518,596,5,Loved the beaches!,Jaipur City,Rajasthan,City,8.92790148381448,Oct-Mar,137,926,2024-02-15,5,Aanya,aanya@example.com,"Nature, Adventure",Female,1,1
159,90,919,1,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,7.864848872360961,Apr-Jun,373,413,2024-01-01,2,Aanya,aanya@example.com,"Beaches, Historical",Female,1,1
161,796,585,1,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,9.243698788707544,Nov-Feb,268,801,2024-01-01,4,Hitesh,hitesh@example.com,"City, Historical",Male,2,1
162,405,399,3,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.266309519533893,Apr-Jun,7,953,2024-01-01,2,Dhruv,dhruv@example.com,"City, Historical",Male,1,1
164,317,862,5,Loved the beaches!,Goa Beaches,Goa,Beach,8.61779577553025,Nov-Mar,264,525,2024-03-20,3,Arjun,arjun@example.com,"Beaches, Historical",Male,1,1
164,317,862,5,Loved the beaches!,Goa Beaches,Goa,Beach,8.61779577553025,Nov-Mar,558,103,2024-03-20,2,Arjun,arjun@example.com,"Beaches, Historical",Male,1,1
166,770,752,1,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,9.08102960007878,Apr-Jun,24,420,2024-03-20,3,Vivaan,vivaan@example.com,"Nature, Adventure",Male,1,2
166,770,752,1,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,9.08102960007878,Apr-Jun,496,203,2024-01-01,5,Vivaan,vivaan@example.com,"Nature, Adventure",Male,1,2
166,770,752,1,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,9.08102960007878,Apr-Jun,975,799,2024-03-20,3,Vivaan,vivaan@example.com,"Nature, Adventure",Male,1,2
168,426,338,2,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,7.742346085788473,Nov-Feb,490,436,2024-01-01,5,Rohan,rohan@example.com,"Nature, Adventure",Male,2,1
172,596,992,3,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,7.865548979182885,Nov-Feb,352,62,2024-01-01,4,Karan,karan@example.com,"Nature, Adventure",Male,1,2
172,596,992,3,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,7.865548979182885,Nov-Feb,516,296,2024-03-20,5,Karan,karan@example.com,"Nature, Adventure",Male,1,2
172,596,992,3,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,7.865548979182885,Nov-Feb,781,259,2024-01-01,1,Karan,karan@example.com,"Nature, Adventure",Male,1,2
173,291,109,5,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.571800372009168,Nov-Feb,249,405,2024-03-20,5,Meera,meera@example.com,"Beaches, Historical",Female,2,0
175,492,326,3,Incredible monument!,Goa Beaches,Goa,Beach,8.1282869592547,Nov-Mar,885,986,2024-03-20,2,Diya,diya@example.com,"Nature, Adventure",Female,1,0
175,492,326,3,Incredible monument!,Goa Beaches,Goa,Beach,8.1282869592547,Nov-Mar,983,880,2024-02-15,1,Diya,diya@example.com,"Nature, Adventure",Female,1,0
177,118,123,3,A historical wonder,Jaipur City,Rajasthan,City,7.69898565359074,Oct-Mar,227,49,2024-02-15,2,Diya,diya@example.com,"City, Historical",Female,2,1
177,118,123,3,A historical wonder,Jaipur City,Rajasthan,City,7.69898565359074,Oct-Mar,274,622,2024-01-01,4,Diya,diya@example.com,"City, Historical",Female,2,1
177,118,123,3,A historical wonder,Jaipur City,Rajasthan,City,7.69898565359074,Oct-Mar,782,148,2024-02-15,3,Diya,diya@example.com,"City, Historical",Female,2,1
179,886,333,5,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,7.713067194844037,Nov-Feb,888,685,2024-03-20,5,Anika,anika@example.com,"City, Historical",Female,2,0
183,806,736,5,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.576757876815993,Nov-Feb,455,970,2024-02-15,2,Dhruv,dhruv@example.com,"Beaches, Historical",Male,1,1
186,386,262,4,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,9.46333200145262,Nov-Feb,872,202,2024-02-15,2,Kavya,kavya@example.com,"Beaches, Historical",Female,2,2
187,448,91,2,Incredible monument!,Jaipur City,Rajasthan,City,8.531272858594322,Oct-Mar,279,153,2024-03-20,5,Ishaan,ishaan@example.com,"Beaches, Historical",Male,2,1
187,448,91,2,Incredible monument!,Jaipur City,Rajasthan,City,8.531272858594322,Oct-Mar,390,954,2024-03-20,3,Ishaan,ishaan@example.com,"Beaches, Historical",Male,2,1
188,722,240,5,Loved the beaches!,Goa Beaches,Goa,Beach,9.389779698220083,Nov-Mar,751,935,2024-01-01,2,Tanvi,tanvi@example.com,"City, Historical",Female,1,2
188,722,240,5,Loved the beaches!,Goa Beaches,Goa,Beach,9.389779698220083,Nov-Mar,960,700,2024-03-20,1,Tanvi,tanvi@example.com,"City, Historical",Female,1,2
189,872,124,2,A historical wonder,Goa Beaches,Goa,Beach,9.413328344476888,Nov-Mar,542,881,2024-02-15,3,Rohan,rohan@example.com,"Beaches, Historical",Male,2,0
190,750,364,5,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.956458952804828,Apr-Jun,947,262,2024-02-15,4,Aanya,aanya@example.com,"Beaches, Historical",Female,2,2
191,277,466,1,Loved the beaches!,Goa Beaches,Goa,Beach,8.694303252963497,Nov-Mar,468,730,2024-03-20,5,Isha,isha@example.com,"Beaches, Historical",Female,1,2
191,277,466,1,Loved the beaches!,Goa Beaches,Goa,Beach,8.694303252963497,Nov-Mar,648,39,2024-03-20,4,Isha,isha@example.com,"Beaches, Historical",Female,1,2
192,762,391,4,A historical wonder,Goa Beaches,Goa,Beach,8.147811499679674,Nov-Mar,628,541,2024-01-01,3,Tanvi,tanvi@example.com,"Beaches, Historical",Female,1,1
193,237,533,3,Incredible monument!,Goa Beaches,Goa,Beach,8.160740974111713,Nov-Mar,38,559,2024-02-15,3,Riya,riya@example.com,"Nature, Adventure",Female,1,1
194,302,274,4,Loved the beaches!,Goa Beaches,Goa,Beach,7.64928107708147,Nov-Mar,783,772,2024-03-20,4,Aarav,aarav@example.com,"Beaches, Historical",Male,1,2
196,970,798,1,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,9.01310124502825,Apr-Jun,265,394,2024-01-01,3,Rohan,rohan@example.com,"City, Historical",Male,2,1
196,970,798,1,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,9.01310124502825,Apr-Jun,742,975,2024-01-01,5,Rohan,rohan@example.com,"City, Historical",Male,2,1
198,116,101,2,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.636073233725135,Nov-Feb,668,537,2024-02-15,4,Aanya,aanya@example.com,"Nature, Adventure",Female,2,0
198,116,101,2,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.636073233725135,Nov-Feb,868,984,2024-01-01,3,Aanya,aanya@example.com,"Nature, Adventure",Female,2,0
199,855,503,2,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.913268954871437,Apr-Jun,276,926,2024-03-20,5,Dhruv,dhruv@example.com,"Nature, Adventure",Male,1,2
199,855,503,2,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.913268954871437,Apr-Jun,363,139,2024-03-20,4,Dhruv,dhruv@example.com,"Nature, Adventure",Male,1,2
201,486,363,5,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,9.2500304022815,Nov-Feb,118,152,2024-01-01,2,Anika,anika@example.com,"City, Historical",Female,1,0
202,70,71,2,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.302199786049163,Apr-Jun,223,840,2024-01-01,4,Kavya,kavya@example.com,"Nature, Adventure",Female,2,2
203,244,556,4,Loved the beaches!,Kerala Backwaters,Kerala,Nature,9.011521245140806,Sep-Mar,98,387,2024-02-15,2,Aditya,aditya@example.com,"Beaches, Historical",Male,1,0
205,664,674,1,Incredible monument!,Kerala Backwaters,Kerala,Nature,7.975932402561909,Sep-Mar,616,295,2024-01-01,1,Aarav,aarav@example.com,"Nature, Adventure",Male,1,1
206,767,114,5,Loved the beaches!,Goa Beaches,Goa,Beach,8.24362221802096,Nov-Mar,448,485,2024-01-01,5,Hitesh,hitesh@example.com,"City, Historical",Male,1,0
208,293,103,4,Incredible monument!,Jaipur City,Rajasthan,City,7.534360802624437,Oct-Mar,748,828,2024-01-01,2,Aanya,aanya@example.com,"Beaches, Historical",Female,1,0
209,214,949,2,Loved the beaches!,Kerala Backwaters,Kerala,Nature,8.37824470003113,Sep-Mar,410,509,2024-02-15,4,Riya,riya@example.com,"Beaches, Historical",Female,2,2
210,952,786,5,A historical wonder,Goa Beaches,Goa,Beach,8.123015873320766,Nov-Mar,232,42,2024-01-01,5,Tanvi,tanvi@example.com,"City, Historical",Female,2,1
211,793,399,4,Incredible monument!,Jaipur City,Rajasthan,City,7.781580260307882,Oct-Mar,7,953,2024-01-01,2,Dhruv,dhruv@example.com,"City, Historical",Male,1,1
212,598,419,4,Loved the beaches!,Jaipur City,Rajasthan,City,7.754720778868718,Oct-Mar,303,192,2024-03-20,4,Rohan,rohan@example.com,"Nature, Adventure",Male,2,1
212,598,419,4,Loved the beaches!,Jaipur City,Rajasthan,City,7.754720778868718,Oct-Mar,791,578,2024-02-15,1,Rohan,rohan@example.com,"Nature, Adventure",Male,2,1
214,636,76,5,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.591103123657849,Nov-Feb,20,310,2024-02-15,2,Anika,anika@example.com,"Beaches, Historical",Female,2,0
214,636,76,5,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.591103123657849,Nov-Feb,986,29,2024-02-15,5,Anika,anika@example.com,"Beaches, Historical",Female,2,0
215,641,330,1,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.559749376912812,Nov-Feb,19,208,2024-01-01,3,Aanya,aanya@example.com,"City, Historical",Female,2,1
216,518,336,4,A historical wonder,Jaipur City,Rajasthan,City,8.92790148381448,Oct-Mar,617,986,2024-02-15,1,Ritvik,ritvik@example.com,"City, Historical",Male,2,1
216,518,336,4,A historical wonder,Jaipur City,Rajasthan,City,8.92790148381448,Oct-Mar,761,347,2024-02-15,2,Ritvik,ritvik@example.com,"City, Historical",Male,2,1
217,484,941,4,Incredible monument!,Kerala Backwaters,Kerala,Nature,8.361380335928295,Sep-Mar,108,936,2024-03-20,4,Aditya,aditya@example.com,"Nature, Adventure",Male,2,2
218,476,101,3,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.59393285581819,Nov-Feb,668,537,2024-02-15,4,Aanya,aanya@example.com,"Nature, Adventure",Female,2,0
218,476,101,3,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,8.59393285581819,Nov-Feb,868,984,2024-01-01,3,Aanya,aanya@example.com,"Nature, Adventure",Female,2,0
219,121,544,5,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.624112218256297,Nov-Feb,110,472,2024-02-15,4,Pooja,pooja@example.com,"Beaches, Historical",Female,1,1
219,121,544,5,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,8.624112218256297,Nov-Feb,168,763,2024-03-20,5,Pooja,pooja@example.com,"Beaches, Historical",Female,1,1
221,500,448,4,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.940107797681996,Apr-Jun,637,287,2024-01-01,2,Ritvik,ritvik@example.com,"Beaches, Historical",Male,1,0
223,182,814,2,Incredible monument!,Goa Beaches,Goa,Beach,8.332585021952074,Nov-Mar,160,181,2024-01-01,4,Aditya,aditya@example.com,"Beaches, Historical",Male,1,2
223,182,814,2,Incredible monument!,Goa Beaches,Goa,Beach,8.332585021952074,Nov-Mar,210,853,2024-03-20,5,Aditya,aditya@example.com,"Beaches, Historical",Male,1,2
223,182,814,2,Incredible monument!,Goa Beaches,Goa,Beach,8.332585021952074,Nov-Mar,654,137,2024-03-20,1,Aditya,aditya@example.com,"Beaches, Historical",Male,1,2
224,237,564,3,Loved the beaches!,Goa Beaches,Goa,Beach,8.160740974111713,Nov-Mar,768,188,2024-03-20,3,Vivaan,vivaan@example.com,"City, Historical",Male,2,0
224,237,564,3,Loved the beaches!,Goa Beaches,Goa,Beach,8.160740974111713,Nov-Mar,988,348,2024-01-01,2,Vivaan,vivaan@example.com,"City, Historical",Male,2,0
225,995,474,2,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,7.74636736837115,Apr-Jun,225,899,2024-03-20,1,Ritvik,ritvik@example.com,"City, Historical",Male,2,2
225,995,474,2,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,7.74636736837115,Apr-Jun,573,273,2024-03-20,4,Ritvik,ritvik@example.com,"City, Historical",Male,2,2
225,995,474,2,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,7.74636736837115,Apr-Jun,967,24,2024-01-01,5,Ritvik,ritvik@example.com,"City, Historical",Male,2,2
226,369,128,2,Incredible monument!,Kerala Backwaters,Kerala,Nature,7.526677667953975,Sep-Mar,311,330,2024-02-15,3,Rohan,rohan@example.com,"Nature, Adventure",Male,2,2
227,650,502,3,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.204607883952981,Apr-Jun,536,978,2024-02-15,1,Kavya,kavya@example.com,"Beaches, Historical",Female,2,0
228,962,260,1,A historical wonder,Goa Beaches,Goa,Beach,9.210850998967874,Nov-Mar,33,208,2024-03-20,2,Isha,isha@example.com,"Nature, Adventure",Female,1,0
228,962,260,1,A historical wonder,Goa Beaches,Goa,Beach,9.210850998967874,Nov-Mar,650,167,2024-02-15,5,Isha,isha@example.com,"Nature, Adventure",Female,1,0
228,962,260,1,A historical wonder,Goa Beaches,Goa,Beach,9.210850998967874,Nov-Mar,961,7,2024-01-01,1,Isha,isha@example.com,"Nature, Adventure",Female,1,0
229,34,475,5,Incredible monument!,Kerala Backwaters,Kerala,Nature,8.206055639263237,Sep-Mar,857,821,2024-02-15,5,Karan,karan@example.com,"Beaches, Historical",Male,1,1
230,761,703,2,Loved the beaches!,Taj Mahal,Uttar Pradesh,Historical,9.36014231646272,Nov-Feb,146,82,2024-02-15,2,Vivaan,vivaan@example.com,"Beaches, Historical",Male,2,1
231,719,127,4,A historical wonder,Kerala Backwaters,Kerala,Nature,8.603678777019319,Sep-Mar,155,938,2024-02-15,3,Diya,diya@example.com,"Beaches, Historical",Female,2,2
232,13,554,3,Incredible monument!,Jaipur City,Rajasthan,City,9.114721643188815,Oct-Mar,49,933,2024-01-01,1,Kavya,kavya@example.com,"Nature, Adventure",Female,1,2
232,13,554,3,Incredible monument!,Jaipur City,Rajasthan,City,9.114721643188815,Oct-Mar,489,529,2024-03-20,4,Kavya,kavya@example.com,"Nature, Adventure",Female,1,2
233,144,777,5,Loved the beaches!,Kerala Backwaters,Kerala,Nature,7.8305412284530735,Sep-Mar,389,590,2024-02-15,2,Vivaan,vivaan@example.com,"City, Historical",Male,1,2
233,144,777,5,Loved the beaches!,Kerala Backwaters,Kerala,Nature,7.8305412284530735,Sep-Mar,452,71,2024-02-15,3,Vivaan,vivaan@example.com,"City, Historical",Male,1,2
235,180,711,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.091363134430685,Apr-Jun,382,979,2024-01-01,3,Hitesh,hitesh@example.com,"City, Historical",Male,2,1
235,180,711,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.091363134430685,Apr-Jun,661,831,2024-01-01,2,Hitesh,hitesh@example.com,"City, Historical",Male,2,1
235,180,711,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.091363134430685,Apr-Jun,963,705,2024-03-20,5,Hitesh,hitesh@example.com,"City, Historical",Male,2,1
236,415,169,1,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.650437608917823,Apr-Jun,507,196,2024-03-20,5,Anika,anika@example.com,"Beaches, Historical",Female,2,2
236,415,169,1,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,8.650437608917823,Apr-Jun,892,392,2024-01-01,1,Anika,anika@example.com,"Beaches, Historical",Female,2,2
238,613,874,2,Incredible monument!,Jaipur City,Rajasthan,City,7.893422691754661,Oct-Mar,151,315,2024-01-01,3,Hitesh,hitesh@example.com,"Beaches, Historical",Male,2,0
238,613,874,2,Incredible monument!,Jaipur City,Rajasthan,City,7.893422691754661,Oct-Mar,302,117,2024-02-15,2,Hitesh,hitesh@example.com,"Beaches, Historical",Male,2,0
240,379,29,4,A historical wonder,Kerala Backwaters,Kerala,Nature,7.710901822596214,Sep-Mar,65,505,2024-02-15,3,Diya,diya@example.com,"Nature, Adventure",Female,2,0
241,960,421,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.925500312367074,Apr-Jun,30,410,2024-03-20,3,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2,1
247,257,800,4,Incredible monument!,Goa Beaches,Goa,Beach,8.284116199094758,Nov-Mar,398,363,2024-02-15,3,Anika,anika@example.com,"Nature, Adventure",Female,1,2
247,257,800,4,Incredible monument!,Goa Beaches,Goa,Beach,8.284116199094758,Nov-Mar,702,269,2024-03-20,1,Anika,anika@example.com,"Nature, Adventure",Female,1,2
249,345,987,4,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,9.315488065792977,Apr-Jun,364,754,2024-01-01,5,Meera,meera@example.com,"City, Historical",Female,2,2
250,191,663,4,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.072256876114661,Nov-Feb,923,483,2024-02-15,3,Aarav,aarav@example.com,"City, Historical",Male,1,1
252,915,484,3,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,7.85112195819902,Apr-Jun,171,617,2024-03-20,4,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2,0
252,915,484,3,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,7.85112195819902,Apr-Jun,618,850,2024-03-20,1,Saanvi,saanvi@example.com,"Beaches, Historical",Female,2,0
253,969,117,5,Incredible monument!,Kerala Backwaters,Kerala,Nature,9.409359526915562,Sep-Mar,381,366,2024-03-20,1,Aarav,aarav@example.com,"City, Historical",Male,2,1
253,969,117,5,Incredible monument!,Kerala Backwaters,Kerala,Nature,9.409359526915562,Sep-Mar,849,154,2024-03-20,2,Aarav,aarav@example.com,"City, Historical",Male,2,1
254,599,239,1,Loved the beaches!,Kerala Backwaters,Kerala,Nature,9.463041121922352,Sep-Mar,121,27,2024-01-01,4,Aarav,aarav@example.com,"Nature, Adventure",Male,2,0
254,599,239,1,Loved the beaches!,Kerala Backwaters,Kerala,Nature,9.463041121922352,Sep-Mar,621,690,2024-03-20,5,Aarav,aarav@example.com,"Nature, Adventure",Male,2,0
255,151,871,1,A historical wonder,Taj Mahal,Uttar Pradesh,Historical,9.450175079123191,Nov-Feb,813,970,2024-03-20,5,Arjun,arjun@example.com,"Beaches, Historical",Male,1,1
256,436,364,5,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,7.728114076451941,Nov-Feb,947,262,2024-02-15,4,Aanya,aanya@example.com,"Beaches, Historical",Female,2,2
257,429,20,4,Loved the beaches!,Kerala Backwaters,Kerala,Nature,8.186484600129791,Sep-Mar,472,311,2024-01-01,5,Meera,meera@example.com,"Nature, Adventure",Female,2,0
257,429,20,4,Loved the beaches!,Kerala Backwaters,Kerala,Nature,8.186484600129791,Sep-Mar,799,674,2024-01-01,4,Meera,meera@example.com,"Nature, Adventure",Female,2,0
259,875,733,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.98297001694882,Apr-Jun,294,638,2024-03-20,3,Kavya,kavya@example.com,"Beaches, Historical",Female,1,1
259,875,733,4,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.98297001694882,Apr-Jun,445,676,2024-01-01,5,Kavya,kavya@example.com,"Beaches, Historical",Female,1,1
261,180,544,5,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.091363134430685,Apr-Jun,110,472,2024-02-15,4,Pooja,pooja@example.com,"Beaches, Historical",Female,1,1
261,180,544,5,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,8.091363134430685,Apr-Jun,168,763,2024-03-20,5,Pooja,pooja@example.com,"Beaches, Historical",Female,1,1
262,528,256,5,Incredible monument!,Jaipur City,Rajasthan,City,8.564171557585537,Oct-Mar,145,242,2024-01-01,3,Hitesh,hitesh@example.com,"Beaches, Historical",Male,2,1
263,584,76,2,Loved the beaches!,Kerala Backwaters,Kerala,Nature,7.877125609308293,Sep-Mar,20,310,2024-02-15,2,Anika,anika@example.com,"Beaches, Historical",Female,2,0
263,584,76,2,Loved the beaches!,Kerala Backwaters,Kerala,Nature,7.877125609308293,Sep-Mar,986,29,2024-02-15,5,Anika,anika@example.com,"Beaches, Historical",Female,2,0
264,63,662,1,A historical wonder,Jaipur City,Rajasthan,City,9.202094230781736,Oct-Mar,187,912,2024-01-01,3,Kavya,kavya@example.com,"Nature, Adventure",Female,2,1
264,63,662,1,A historical wonder,Jaipur City,Rajasthan,City,9.202094230781736,Oct-Mar,874,959,2024-01-01,1,Kavya,kavya@example.com,"Nature, Adventure",Female,2,1
266,130,133,5,Loved the beaches!,Leh Ladakh,Jammu and Kashmir,Adventure,9.46063445778344,Apr-Jun,288,242,2024-03-20,4,Ritvik,ritvik@example.com,"Beaches, Historical",Male,2,2
267,592,285,1,A historical wonder,Goa Beaches,Goa,Beach,9.168100701200414,Nov-Mar,527,167,2024-02-15,2,Isha,isha@example.com,"City, Historical",Female,1,0
269,268,20,2,Loved the beaches!,Jaipur City,Rajasthan,City,8.015626863328043,Oct-Mar,472,311,2024-01-01,5,Meera,meera@example.com,"Nature, Adventure",Female,2,0
269,268,20,2,Loved the beaches!,Jaipur City,Rajasthan,City,8.015626863328043,Oct-Mar,799,674,2024-01-01,4,Meera,meera@example.com,"Nature, Adventure",Female,2,0
271,635,769,2,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.512680031670806,Apr-Jun,649,236,2024-01-01,1,Kavya,kavya@example.com,"Beaches, Historical",Female,2,1
271,635,769,2,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.512680031670806,Apr-Jun,655,611,2024-01-01,3,Kavya,kavya@example.com,"Beaches, Historical",Female,2,1
272,442,834,4,Loved the beaches!,Goa Beaches,Goa,Beach,8.459808776651839,Nov-Mar,81,575,2024-03-20,2,Vivaan,vivaan@example.com,"City, Historical",Male,2,1
272,442,834,4,Loved the beaches!,Goa Beaches,Goa,Beach,8.459808776651839,Nov-Mar,659,866,2024-02-15,4,Vivaan,vivaan@example.com,"City, Historical",Male,2,1
272,442,834,4,Loved the beaches!,Goa Beaches,Goa,Beach,8.459808776651839,Nov-Mar,715,361,2024-01-01,5,Vivaan,vivaan@example.com,"City, Historical",Male,2,1
272,442,834,4,Loved the beaches!,Goa Beaches,Goa,Beach,8.459808776651839,Nov-Mar,839,245,2024-02-15,2,Vivaan,vivaan@example.com,"City, Historical",Male,2,1
273,909,81,4,A historical wonder,Kerala Backwaters,Kerala,Nature,8.740400669784297,Sep-Mar,25,805,2024-01-01,3,Isha,isha@example.com,"City, Historical",Female,1,2
275,462,591,4,Loved the beaches!,Goa Beaches,Goa,Beach,7.625998220803341,Nov-Mar,59,893,2024-02-15,1,Hitesh,hitesh@example.com,"City, Historical",Male,1,1
275,462,591,4,Loved the beaches!,Goa Beaches,Goa,Beach,7.625998220803341,Nov-Mar,532,679,2024-01-01,4,Hitesh,hitesh@example.com,"City, Historical",Male,1,1
276,218,100,2,A historical wonder,Jaipur City,Rajasthan,City,9.034168574407344,Oct-Mar,796,53,2024-01-01,3,Tanvi,tanvi@example.com,"Beaches, Historical",Female,1,1
277,666,200,4,Incredible monument!,Taj Mahal,Uttar Pradesh,Historical,8.535347955383795,Nov-Feb,774,826,2024-03-20,3,Aditya,aditya@example.com,"Nature, Adventure",Male,1,1
278,548,373,4,Loved the beaches!,Jaipur City,Rajasthan,City,8.086168021757981,Oct-Mar,506,867,2024-02-15,5,Hitesh,hitesh@example.com,"Beaches, Historical",Male,2,2
278,548,373,4,Loved the beaches!,Jaipur City,Rajasthan,City,8.086168021757981,Oct-Mar,571,865,2024-01-01,1,Hitesh,hitesh@example.com,"Beaches, Historical",Male,2,2
282,282,181,4,A historical wonder,Goa Beaches,Goa,Beach,8.888987617087139,Nov-Mar,186,869,2024-03-20,1,Aarav,aarav@example.com,"Beaches, Historical",Male,2,1
283,870,999,3,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.31662363535272,Apr-Jun,473,11,2024-02-15,3,Hitesh,hitesh@example.com,"City, Historical",Male,2,2
283,870,999,3,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.31662363535272,Apr-Jun,692,811,2024-02-15,3,Hitesh,hitesh@example.com,"City, Historical",Male,2,2
284,693,316,2,Loved the beaches!,Jaipur City,Rajasthan,City,8.397475308756675,Oct-Mar,120,22,2024-03-20,5,Meera,meera@example.com,"Beaches, Historical",Female,2,0
284,693,316,2,Loved the beaches!,Jaipur City,Rajasthan,City,8.397475308756675,Oct-Mar,421,975,2024-01-01,3,Meera,meera@example.com,"Beaches, Historical",Female,2,0
285,978,135,1,A historical wonder,Jaipur City,Rajasthan,City,8.519173371272599,Oct-Mar,696,836,2024-03-20,5,Meera,meera@example.com,"City, Historical",Female,1,2
285,978,135,1,A historical wonder,Jaipur City,Rajasthan,City,8.519173371272599,Oct-Mar,981,818,2024-03-20,4,Meera,meera@example.com,"City, Historical",Female,1,2
286,390,827,3,Incredible monument!,Leh Ladakh,Jammu and Kashmir,Adventure,8.854728503825909,Apr-Jun,384,221,2024-03-20,3,Rohan,rohan@example.com,"Nature, Adventure",Male,2,0
287,468,855,3,Loved the beaches!,Jaipur City,Rajasthan,City,9.47910151784028,Oct-Mar,92,371,2024-02-15,5,Pooja,pooja@example.com,"City, Historical",Female,1,1
287,468,855,3,Loved the beaches!,Jaipur City,Rajasthan,City,9.47910151784028,Oct-Mar,611,20,2024-02-15,1,Pooja,pooja@example.com,"City, Historical",Female,1,1
288,770,803,5,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,9.08102960007878,Apr-Jun,358,177,2024-01-01,5,Isha,isha@example.com,"Nature, Adventure",Female,2,1
288,770,803,5,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,9.08102960007878,Apr-Jun,788,950,2024-02-15,5,Isha,isha@example.com,"Nature, Adventure",Female,2,1
288,770,803,5,A historical wonder,Leh Ladakh,Jammu and Kashmir,Adventure,9.08102960007878,Apr-Jun,912,161,2024-03-20,1,Isha,isha@example.com,"Nature, Adventure",Female,2,1
